Country Name,Country Code,Time,Time Code,"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP [DP.DOD.DECD.CR.BC.Z1]","Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, US$ [DP.DOD.DECT.CR.BC.CD]","Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, US$ [DP.DOD.DLTC.CR.BC.CD]","Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, US$ [DP.DOD.DSTC.CR.BC.CD]","Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, National Currency [DP.DOD.DECX.CR.BC]","Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, US$ [DP.DOD.DECX.CR.BC.CD]","Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP [DP.DOD.DECX.CR.BC.Z1]","Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP [DP.DOD.DECF.CR.BC.Z1]","Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, National Currency [DP.DOD.DECF.CR.BC]","Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, US$ [DP.DOD.DECF.CR.BC.CD]","Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, % of GDP [DP.DOD.DECT.CR.BC.Z1]","Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, National Currency [DP.DOD.DECT.CR.BC]","Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, % of GDP [DP.DOD.DLDS.CR.MV.BC.Z1]","Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, National Currency [DP.DOD.DLTC.CR.BC]","Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, % of GDP [DP.DOD.DLTC.CR.BC.Z1]","Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, % of GDP [DP.DOD.DSTC.CR.BC.Z1]","Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, National Currency [DP.DOD.DSTC.CR.BC]","Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP [DP.DOD.DECX.CR.CG.Z1]","Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, National Currency [DP.DOD.DECX.CR.CG]","Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, US$ [DP.DOD.DECX.CR.CG.CD]","Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP [DP.DOD.DECF.CR.CG.Z1]","Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, National Currency [DP.DOD.DECF.CR.CG]","Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, US$ [DP.DOD.DECF.CR.CG.CD]","Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, National Currency [DP.DOD.DECT.CR.CG]","Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, US$ [DP.DOD.DECT.CR.CG.CD]","Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP [DP.DOD.DECT.CR.CG.Z1]","Gross PSD, Central Gov., All maturities, Debt Securities, Market value, % of GDP [DP.DOD.DLDS.CR.MV.CG.Z1]","Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP [DP.DOD.DECX.CR.FC.Z1]","Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, National Currency [DP.DOD.DECX.CR.FC]","Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, US$ [DP.DOD.DECX.CR.FC.CD]","Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP [DP.DOD.DECF.CR.FC.Z1]","Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, National Currency [DP.DOD.DECF.CR.FC]","Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, US$ [DP.DOD.DECF.CR.FC.CD]","Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP [DP.DOD.DECT.CR.FC.Z1]","Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, National Currency [DP.DOD.DECT.CR.FC]","Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, US$ [DP.DOD.DECT.CR.FC.CD]","Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, % of GDP [DP.DOD.DLDS.CR.MV.FC.Z1]","Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP [DP.DOD.DECX.CR.GG.Z1]","Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, National Currency [DP.DOD.DECX.CR.GG]","Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, US$ [DP.DOD.DECX.CR.GG.CD]","Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP [DP.DOD.DECF.CR.GG.Z1]","Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, National Currency [DP.DOD.DECF.CR.GG]","Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, US$ [DP.DOD.DECF.CR.GG.CD]","Gross PSD, General Gov., All maturities, All instruments, Nominal Value, % of GDP [DP.DOD.DECT.CR.GG.Z1]","Gross PSD, General Gov., All maturities, All instruments, Nominal Value, National Currency [DP.DOD.DECT.CR.GG]","Gross PSD, General Gov., All maturities, All instruments, Nominal Value, US$ [DP.DOD.DECT.CR.GG.CD]","Gross PSD, General Gov., All maturities, Debt Securities, Market value, % of GDP [DP.DOD.DLDS.CR.MV.GG.Z1]","Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP [DP.DOD.DECX.CR.NF.Z1]","Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, National Currency [DP.DOD.DECX.CR.NF]","Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, US$ [DP.DOD.DECX.CR.NF.CD]","Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP [DP.DOD.DECF.CR.NF.Z1]","Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, National Currency [DP.DOD.DECF.CR.NF]","Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, US$ [DP.DOD.DECF.CR.NF.CD]","Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, % of GDP [DP.DOD.DECT.CR.NF.Z1]","Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, National Currency [DP.DOD.DECT.CR.NF]","Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, US$ [DP.DOD.DECT.CR.NF.CD]","Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP [DP.DOD.DLDS.CR.MV.NF.Z1]","Gross PSD, Public Sector, All maturities, All instruments, External creditors, Nominal Value, National Currency [DP.DOD.DECX.CR.PS]","Gross PSD, Public Sector, All maturities, All instruments, Foreign currency, Nominal Value, National Currency [DP.DOD.DECF.CR.PS]","Gross PSD, Public Sector, All maturities, All instruments, Nominal Value, National Currency [DP.DOD.DECT.CR.PS]","Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$ [DP.DOD.DECX.CR.PS.CD]","Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$ [DP.DOD.DECF.CR.PS.CD]","Gross PSD, Total, All maturities, All instruments, Nominal Value, US$ [DP.DOD.DECT.CR.PS.CD]"
Albania,ALB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.8585458,2.12496E+12,20261012473,132.4182674,2.36815E+12,22578006255,4.84556E+12,46211647972,271.0625773,0,3.696453579,67233455627,638388731.2,36.45122496,6.54879E+11,6231629874,139.0273857,2.48813E+12,23718039852,0,118.8585458,2.12496E+12,20261012473,132.4182674,2.36815E+12,22578006255,268.202977,4.79439E+12,45723657425,0,0,0,0,0,0,0,0,0,0,0,2.19219E+12,3.02303E+12,7.03856E+12,20899401204,28809636128,67114426858
Albania,ALB,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.5739349,2.2413E+12,19974288353,128.0031516,2.59546E+12,23130050160,5.15086E+12,45922309518,253.8041097,0,5.313041975,1.07763E+11,960013316,43.31098425,8.78285E+11,7822861846,138.8129462,2.81878E+12,25127396945,0,110.5739349,2.2413E+12,19974288353,128.0031516,2.59546E+12,23130050160,249.7717185,5.06873E+12,45190523563,0,0,0,0,0,0,0,0,0,0,0,2.34906E+12,3.47375E+12,7.64424E+12,20934301669,30952912006,68148081577
Albania,ALB,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.98664798,2.09444E+12,21153047245,107.9535689,2.45819E+12,24827052936,5.1783E+12,52301459386,227.4114306,0,4.208150813,95740269472,965822348,42.46054457,9.69004E+11,9811016980,132.072093,3.01044E+12,30436805600,0,91.98664798,2.09444E+12,21153047245,107.9535689,2.45819E+12,24827052936,223.6382488,5.09262E+12,51438362946,0,0,0,0,0,0,0,0,0,0,0,2.19018E+12,3.4272E+12,7.84542E+12,22118869593,34638069917,79269901989
Argentina,ARG,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.6064543,5.68834E+13,5.85537E+11,214.8426322,9.82282E+13,1.01062E+12,1.33945E+14,1.37658E+12,291.9578181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.86930912,8.04907E+13,5.7589E+11,175.1591637,1.44604E+14,1.03102E+12,2.14383E+14,1.52503E+12,259.0319652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.9925272,2.2712E+14,5.62153E+11,208.9285407,4.2907E+14,1.056E+12,6.25146E+14,1.57213E+12,308.0655921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.9865612,1.24129E+13,24931563657,191.2824884,1.25622E+13,25229446312,1.69053E+13,33990792208,257.0713648,0,21.06786696,1.38939E+12,2800321640,55.36178983,3.65836E+12,7388237346,130.8709564,8.63155E+12,17401769925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.8242879,1.01123E+13,24059780109,135.1518749,1.04598E+13,24917949279,1.6007E+13,38270886755,206.2631551,0,18.64530031,1.44412E+12,3449178350,51.05900763,3.98859E+12,9607806587,114.7548477,8.94181E+12,21495485094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.1059557,9.4147E+12,24001903122,107.7544664,9.83485E+12,25080502243,1.69905E+13,43292607967,185.952873,0,14.96801708,1.36621E+12,3483634540,38.24255329,3.48799E+12,8898830878,96.98085894,8.85286E+12,22573413189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.26120258,1.79494E+12,1.32765E+12,0,0,0,5.24133E+12,3.87549E+12,248.8098578,172.6389434,24.76974871,5.23358E+11,3.86124E+11,0,0,0,199.9989341,4.22814E+12,3.11991E+12,82.74666647,85.26120258,1.79494E+12,1.32765E+12,0,0,0,348.1672088,7.33608E+12,5.42368E+12,173.8523047,1.339621037,28594000000,21006080000,0,0,0,34.51493661,7.268E+11,5.3759E+11,1.365827984,2.34689E+12,0,1.2291E+13,1.73478E+12,0,9.08118E+12
Australia,AUS,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.18672458,1.61492E+12,1.11684E+12,0,0,0,5.23521E+12,3.62188E+12,221.1368889,144.9649954,17.44599207,4.11406E+11,2.86242E+11,0,0,0,206.1330519,4.88583E+12,3.37432E+12,73.77108999,68.18672458,1.61492E+12,1.11684E+12,0,0,0,314.4994813,7.44826E+12,5.15033E+12,146.291886,2.039879102,48409000000,33372687200,0,0,0,31.26224192,7.40916E+11,5.11664E+11,2.244870968,2.07473E+12,0,1.3075E+13,1.43645E+12,0,9.03631E+12
Australia,AUS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.24988527,1.65823E+12,1.10504E+12,0,0,0,5.18716E+12,3.45506E+12,200.977391,133.8130227,14.84984842,3.83136E+11,2.55308E+11,0,0,0,192.0908605,4.95655E+12,3.30151E+12,76.1395631,64.24988527,1.65823E+12,1.10504E+12,0,0,0,292.5795588,7.5519E+12,5.03023E+12,135.0948486,2.527631422,65292000000,43524925000,0,0,0,30.12747873,7.77715E+11,5.1801E+11,3.033069829,2.10666E+12,0,1.32862E+13,1.40387E+12,0,8.84975E+12
Austria,AUT,2021,0,89.36916856,1.21791E+12,1.11192E+12,1.05986E+11,6.97271E+11,8.11117E+11,178.2235436,0,0,0,267.5927122,1.04732E+12,0,9.56181E+11,244.2517764,23.34093583,91135099650,48.58845712,1.97382E+11,2.23555E+11,0.093599693,380232000,430650763.2,1.33818E+12,1.55606E+12,341.8731202,328.9619976,0,0,0,0,0,0,0,0,0,0,50.17905884,2.03843E+11,2.30873E+11,0.246424599,1001055822,1133795824,380.2099354,1.48822E+12,1.73052E+12,334.9308583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2022,0,92.19851513,1.17119E+12,1.07723E+12,93958343093,7.18188E+11,7.52275E+11,165.4579937,0,0,0,257.6565088,1.11839E+12,0,1.02874E+12,237.0039331,20.65257566,89651538741,46.98776234,2.10509E+11,2.24529E+11,0.050260331,225170000,240166322,1.4231E+12,1.4903E+12,327.8343756,269.9136753,0,0,0,0,0,0,0,0,0,0,48.2418751,2.16127E+11,2.30521E+11,0.170297134,762943763,813755817.6,361.6690657,1.56996E+12,1.64408E+12,274.3500972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2023,0,81.36778278,1.25881E+12,1.16789E+12,90920359928,7.80252E+11,8.4653E+11,166.7391015,0,0,0,248.1068843,1.16065E+12,0,1.07685E+12,230.1919389,17.91494539,83802833311,49.15238131,2.32602E+11,2.57025E+11,0.046058263,217960000,240845800,1.49029E+12,1.61637E+12,318.5404333,248.5101814,0,0,0,0,0,0,0,0,0,0,50.33390831,2.38193E+11,2.63204E+11,0.121858086,576665000,637214825,349.2790458,1.63412E+12,1.77241E+12,252.1343603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
